Move,Link,Pokemon
Iron Tail,/attackdex-sm/irontail.shtml,"['Onix', 'Steelix', 'Aron', 'Lairon', 'Aggron', 'Dialga', 'Guzzlord', 'Charmander', 'Charmeleon', 'Charizard', 'Squirtle', 'Wartortle', 'Blastoise', 'Rattata', 'Raticate', 'Ekans', 'Arbok', 'Pikachu', 'Raichu', 'Sandshrew', 'Sandslash', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Clefairy', 'Clefable', 'Vulpix', 'Ninetales', 'Meowth', 'Persian', 'Psyduck', 'Golduck', 'Mankey', 'Primeape', 'Growlithe', 'Arcanine', 'Abra', 'Kadabra', 'Alakazam', 'Ponyta', 'Rapidash', 'Slowpoke', 'Slowbro', ""Farfetch'd"", 'Seel', 'Dewgong', 'Exeggutor', 'Cubone', 'Marowak', 'Lickitung', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Electabuzz', 'Magmar', 'Tauros', 'Gyarados', 'Lapras', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Porygon', 'Aerodactyl', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Mew', 'Sentret', 'Furret', 'Mareep', 'Flaaffy', 'Ampharos', 'Magby', 'Larvitar', 'Pupitar', 'Tyranitar', 'Zangoose', 'Seviper', 'Feebas', 'Milotic', 'Cranidos', 'Rampardos', 'Pachirisu', 'Stunky', 'Skuntank', 'Gible', 'Gabite', 'Garchomp', 'Skorupi', 'Drapion', 'Rhyperior', 'Magmortar', 'Snivy', 'Servine', 'Serperior', 'Patrat', 'Watchog', 'Minccino', 'Cinccino', 'Emolga', 'Axew', 'Fraxure', 'Haxorus', 'Druddigon', 'Goomy', 'Sliggoo', 'Goodra', 'Chikorita', 'Bayleef', 'Meganium', 'Totodile', 'Croconaw', 'Feraligatr', 'Pichu', 'Cleffa', 'Marill', 'Azumarill', 'Aipom', 'Wooper', 'Quagsire', 'Espeon', 'Umbreon', 'Slowking', 'Girafarig', 'Dunsparce', 'Gligar', 'Granbull', 'Sneasel', 'Houndour', 'Houndoom', 'Phanpy', 'Donphan', 'Porygon2', 'Stantler', 'Miltank', 'Blissey', 'Raikou', 'Entei', 'Suicune', 'Lugia', 'Treecko', 'Grovyle', 'Sceptile', 'Mudkip', 'Marshtomp', 'Swampert', 'Poochyena', 'Mightyena', 'Zigzagoon', 'Linoone', 'Breloom', 'Azurill', 'Skitty', 'Delcatty', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Torkoal', 'Spoink', 'Grumpig', 'Flygon', 'Altaria', 'Armaldo', 'Kecleon', 'Absol', 'Spheal', 'Sealeo', 'Walrein', 'Salamence', 'Groudon', 'Rayquaza', 'Turtwig', 'Grotle', 'Torterra', 'Chimchar', 'Monferno', 'Infernape', 'Bidoof', 'Bibarel', 'Shinx', 'Luxio', 'Luxray', 'Shieldon', 'Bastiodon', 'Buizel', 'Floatzel', 'Ambipom', 'Buneary', 'Lopunny', 'Glameow', 'Purugly', 'Riolu', 'Lucario', 'Hippopotas', 'Hippowdon', 'Snover', 'Abomasnow', 'Weavile', 'Lickilicky', 'Electivire', 'Leafeon', 'Glaceon', 'Gliscor', 'Porygon-Z', 'Uxie', 'Mesprit', 'Azelf', 'Giratina', 'Arceus', 'Tepig', 'Pignite', 'Emboar', 'Oshawott', 'Dewott', 'Samurott', 'Purrloin', 'Liepard', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Audino', 'Scolipede', 'Sandile', 'Krokorok', 'Krookodile', 'Scraggy', 'Scrafty', 'Tirtouga', 'Carracosta', 'Archen', 'Archeops', 'Eelektrik', 'Eelektross', 'Hydreigon', 'Tornadus', 'Thundurus', 'Landorus', 'Chespin', 'Quilladin', 'Chesnaught', 'Fennekin', 'Braixen', 'Delphox', 'Bunnelby', 'Diggersby', 'Litleo', 'Pyroar', 'Skiddo', 'Gogoat', 'Furfrou', 'Espurr', 'Meowstic', 'Skrelp', 'Dragalge', 'Clauncher', 'Clawitzer', 'Helioptile', 'Heliolisk', 'Tyrunt', 'Tyrantrum', 'Amaura', 'Aurorus', 'Sylveon', 'Dedenne', 'Noibat', 'Noivern', 'Zygarde', 'Popplio', 'Brionne', 'Primarina', 'Yungoos', 'Gumshoos', 'Rockruff', 'Lycanroc', 'Wishiwashi', 'Salandit', 'Salazzle', 'Passimian', 'Turtonator', 'Togedemaru', 'Bruxish', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Solgaleo', 'Poipole', 'Naganadel', 'Zeraora']"
Judgment,/attackdex-sm/judgment.shtml,['Arceus']
Jump Kick,/attackdex-sm/jumpkick.shtml,"['Doduo', 'Dodrio', 'Hitmonlee', 'Stantler', 'Buneary', 'Lopunny', 'Deerling', 'Sawsbuck', 'Mienfoo', 'Mienshao', 'Pheromosa', 'Marshadow']"
Karate Chop,/attackdex-sm/karatechop.shtml,"['Mankey', 'Primeape', 'Machop', 'Machoke', 'Machamp', 'Sawk', 'Pancham', 'Pangoro', 'Hawlucha', 'Electabuzz', 'Magmar', 'Elekid', 'Magby', 'Electivire', 'Magmortar']"
Kinesis,/attackdex-sm/kinesis.shtml,"['Kadabra', 'Alakazam']"
King's Shield,/attackdex-sm/king'sshield.shtml,['Aegislash']
Knock Off,/attackdex-sm/knockoff.shtml,"['Machop', 'Machoke', 'Machamp', 'Bellsprout', 'Weepinbell', ""Farfetch'd"", 'Grimer', 'Muk', 'Lickitung', 'Tangela', 'Gligar', 'Donphan', 'Lombre', 'Makuhita', 'Hariyama', 'Sableye', 'Corphish', 'Crawdaunt', 'Shuppet', 'Banette', 'Deoxys', 'Skorupi', 'Drapion', 'Lickilicky', 'Tangrowth', 'Gliscor', 'Regigigas', 'Hoopa', 'Abra', 'Kadabra', 'Alakazam', 'Tentacool', 'Tentacruel', 'Krabby', 'Kingler', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Ledyba', 'Ledian', 'Shuckle', 'Wingull', 'Pelipper', 'Anorith', 'Armaldo', 'Woobat', 'Swoobat', 'Tirtouga', 'Carracosta', 'Archen', 'Archeops', 'Minccino', 'Cinccino', 'Karrablast', 'Escavalier', 'Mienfoo', 'Mienshao', 'Vullaby', 'Mandibuzz', 'Salandit', 'Salazzle', 'Bulbasaur', 'Ivysaur', 'Venusaur', 'Beedrill', 'Raticate', 'Pikachu', 'Raichu', 'Sandshrew', 'Sandslash', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Paras', 'Parasect', 'Meowth', 'Persian', 'Victreebel', 'Doduo', 'Dodrio', 'Gastly', 'Haunter', 'Gengar', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonlee', 'Goldeen', 'Seaking', 'Scyther', 'Pinsir', 'Mew', 'Sentret', 'Furret', 'Marill', 'Azumarill', 'Aipom', 'Scizor', 'Heracross', 'Sneasel', 'Phanpy', 'Blaziken', 'Ludicolo', 'Shiftry', 'Azurill', 'Mawile', 'Zangoose', 'Seviper', 'Kecleon', 'Chimecho', 'Absol', 'Empoleon', 'Kricketune', 'Ambipom', 'Drifloon', 'Drifblim', 'Glameow', 'Purugly', 'Chingling', 'Croagunk', 'Toxicroak', 'Carnivine', 'Weavile', 'Leafeon', 'Mamoswine', 'Gallade', 'Uxie', 'Mesprit', 'Azelf', 'Phione', 'Manaphy', 'Darkrai', 'Snivy', 'Servine', 'Serperior', 'Samurott', 'Watchog', 'Purrloin', 'Liepard', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Audino', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Seismitoad', 'Throh', 'Sawk', 'Leavanny', 'Cottonee', 'Whimsicott', 'Krokorok', 'Krookodile', 'Maractus', 'Dwebble', 'Crustle', 'Scraggy', 'Scrafty', 'Yamask', 'Cofagrigus', 'Zorua', 'Zoroark', 'Reuniclus', 'Emolga', 'Alomomola', 'Ferroseed', 'Ferrothorn', 'Eelektrik', 'Eelektross', 'Cryogonal', 'Accelgor', 'Pawniard', 'Bisharp', 'Heatmor', 'Tornadus', 'Thundurus', 'Landorus', 'Meloetta', 'Diggersby', 'Pancham', 'Pangoro', 'Inkay', 'Malamar', 'Yveltal', 'Incineroar', 'Pikipek', 'Trumbeak', 'Toucannon', 'Mareanie', 'Toxapex', 'Lurantis', 'Steenee', 'Tsareena', 'Oranguru', 'Passimian', 'Golisopod', 'Komala', 'Dhelmise', 'Tapu Fini', 'Solgaleo', 'Nihilego', 'Kartana', 'Guzzlord', 'Necrozma', 'Marshadow', 'Blacephalon', 'Zeraora']"
Land's Wrath,/attackdex-sm/land'swrath.shtml,['Zygarde']
Laser Focus,/attackdex-sm/laserfocus.shtml,"['Mewtwo', 'Lucario', 'Kartana', 'Marshadow', 'Beedrill', 'Pidgeot', 'Fearow', 'Pikachu', 'Raichu', 'Clefable', 'Ninetales', 'Wigglytuff', 'Golduck', 'Arcanine', 'Alakazam', ""Farfetch'd"", 'Gengar', 'Marowak', 'Hitmonlee', 'Hitmonchan', 'Chansey', 'Seadra', 'Scyther', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Aerodactyl', 'Articuno', 'Zapdos', 'Moltres', 'Mew', 'Bayleef', 'Meganium', 'Typhlosion', 'Noctowl', 'Xatu', 'Ampharos', 'Bellossom', 'Espeon', 'Umbreon', 'Slowking', 'Forretress', 'Scizor', 'Sneasel', 'Ursaring', 'Houndoom', 'Kingdra', 'Tyrogue', 'Hitmontop', 'Blissey', 'Raikou', 'Entei', 'Suicune', 'Lugia', 'Ho-Oh', 'Celebi', 'Sceptile', 'Blaziken', 'Mightyena', 'Beautifly', 'Dustox', 'Swellow', 'Gardevoir', 'Breloom', 'Ninjask', 'Delcatty', 'Mawile', 'Medicham', 'Manectric', 'Grumpig', 'Flygon', 'Lunatone', 'Solrock', 'Milotic', 'Chimecho', 'Absol', 'Glalie', 'Salamence', 'Metagross', 'Latias', 'Latios', 'Deoxys', 'Infernape', 'Empoleon', 'Staraptor', 'Kricketune', 'Luxray', 'Roserade', 'Rampardos', 'Vespiquen', 'Pachirisu', 'Cherrim', 'Ambipom', 'Lopunny', 'Mismagius', 'Gabite', 'Garchomp', 'Riolu', 'Weavile', 'Togekiss', 'Yanmega', 'Leafeon', 'Glaceon', 'Gallade', 'Dusknoir', 'Froslass', 'Uxie', 'Mesprit', 'Azelf', 'Shaymin', 'Arceus', 'Victini', 'Patrat', 'Watchog', 'Liepard', 'Zebstrika', 'Gigalith', 'Swoobat', 'Audino', 'Throh', 'Sawk', 'Leavanny', 'Petilil', 'Lilligant', 'Darmanitan', 'Zoroark', 'Cinccino', 'Gothitelle', 'Reuniclus', 'Escavalier', 'Chandelure', 'Haxorus', 'Cryogonal', 'Accelgor', 'Mienshao', 'Bisharp', 'Braviary', 'Cobalion', 'Terrakion', 'Virizion', 'Reshiram', 'Zekrom', 'Kyurem', 'Meloetta', 'Braixen', 'Delphox', 'Vivillon', 'Pangoro', 'Honedge', 'Doublade', 'Aegislash', 'Barbaracle', 'Clawitzer', 'Sylveon', 'Hawlucha', 'Goodra', 'Noivern', 'Xerneas', 'Yveltal', 'Hoopa', 'Decidueye', 'Vikavolt', 'Lycanroc', 'Araquanid', 'Lurantis', 'Salazzle', 'Tsareena', 'Passimian', 'Golisopod', 'Silvally', 'Kommo-o', 'Pheromosa', 'Naganadel', 'Zeraora']"
Last Resort,/attackdex-sm/lastresort.shtml,"['Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Togepi', 'Togetic', 'Aipom', 'Espeon', 'Umbreon', 'Phanpy', 'Plusle', 'Jirachi', 'Pachirisu', 'Ambipom', 'Chingling', 'Munchlax', 'Leafeon', 'Glaceon', 'Azelf', 'Lillipup', 'Herdier', 'Stoutland', 'Audino', 'Minccino', 'Sylveon', 'Rattata', 'Raticate', 'Jigglypuff', 'Wigglytuff', 'Meowth', 'Persian', 'Sentret', 'Furret', 'Igglybuff', 'Torchic', 'Combusken', 'Blaziken', 'Skitty', 'Delcatty', 'Glameow', 'Purugly', 'Happiny', 'Yungoos', 'Gumshoos', 'Clefairy', 'Clefable', ""Farfetch'd"", 'Chansey', 'Porygon', 'Snorlax', 'Mew', 'Cleffa', 'Dunsparce', 'Snubbull', 'Granbull', 'Teddiursa', 'Ursaring', 'Donphan', 'Porygon2', 'Stantler', 'Blissey', 'Celebi', 'Zigzagoon', 'Linoone', 'Mawile', 'Minun', 'Spinda', 'Zangoose', 'Castform', 'Kecleon', 'Chimecho', 'Latias', 'Latios', 'Bidoof', 'Bibarel', 'Buneary', 'Lopunny', 'Togekiss', 'Porygon-Z', 'Phione', 'Manaphy', 'Darkrai', 'Shaymin', 'Arceus', 'Victini', 'Patrat', 'Watchog', 'Cinccino', 'Deerling', 'Sawsbuck', 'Emolga', 'Keldeo', 'Meloetta', 'Genesect', 'Bunnelby', 'Diggersby', 'Furfrou', 'Hawlucha', 'Dedenne', 'Klefki', 'Diancie', 'Hoopa', 'Cutiefly', 'Ribombee', 'Rockruff', 'Lycanroc', 'Type: Null', 'Silvally', 'Minior', 'Komala', 'Togedemaru', 'Mimikyu', 'Solgaleo', 'Kartana', 'Guzzlord', 'Magearna', 'Marshadow', 'Blacephalon']"
Lava Plume,/attackdex-sm/lavaplume.shtml,"['Magmar', 'Flareon', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Slugma', 'Magcargo', 'Magby', 'Entei', 'Numel', 'Camerupt', 'Torkoal', 'Groudon', 'Magmortar', 'Heatran']"
Leaf Blade,/attackdex-sm/leafblade.shtml,"['Victreebel', 'Bellossom', 'Grovyle', 'Sceptile', 'Nuzleaf', 'Leafeon', 'Gallade', 'Snivy', 'Servine', 'Serperior', 'Leavanny', 'Virizion', 'Skiddo', 'Gogoat', 'Rowlet', 'Dartrix', 'Decidueye', 'Fomantis', 'Lurantis', 'Kartana', ""Farfetch'd"", 'Tropius']"
Leaf Storm,/attackdex-sm/leafstorm.shtml,"['Victreebel', 'Exeggutor', 'Bellossom', 'Sunflora', 'Celebi', 'Grovyle', 'Sceptile', 'Shiftry', 'Tropius', 'Turtwig', 'Grotle', 'Torterra', 'Wormadam', 'Shaymin', 'Snivy', 'Servine', 'Serperior', 'Leavanny', 'Petilil', 'Decidueye', 'Steenee', 'Tsareena', 'Rotom', 'Bulbasaur', 'Ivysaur', 'Venusaur', 'Exeggcute', 'Tangela', 'Chikorita', 'Bayleef', 'Meganium', 'Treecko', 'Roselia', 'Budew', 'Roserade', 'Tangrowth', 'Pansage', 'Simisage', 'Fomantis', 'Lurantis']"
Leaf Tornado,/attackdex-sm/leaftornado.shtml,"['Victreebel', 'Shiftry', 'Tropius', 'Carnivine', 'Snivy', 'Servine', 'Serperior']"
Leafage,/attackdex-sm/leafage.shtml,"['Rowlet', 'Dartrix', 'Decidueye', 'Fomantis', 'Lurantis', 'Tapu Bulu']"
Leech Life,/attackdex-sm/leechlife.shtml,"['Zubat', 'Golbat', 'Paras', 'Parasect', 'Venonat', 'Venomoth', 'Victreebel', 'Kabuto', 'Kabutops', 'Crobat', 'Dewpider', 'Araquanid', 'Buzzwole', 'Sandshrew', 'Sandslash', 'Mew', 'Spinarak', 'Ariados', 'Nincada', 'Ninjask', 'Shedinja', 'Kricketune', 'Yanmega', 'Joltik', 'Galvantula', 'Shelmet', 'Accelgor', 'Larvesta', 'Volcarona', 'Noibat', 'Noivern', 'Litten', 'Torracat', 'Incineroar', 'Cutiefly', 'Ribombee', 'Fomantis', 'Lurantis', 'Salandit', 'Salazzle', 'Wimpod', 'Golisopod', 'Mimikyu', 'Naganadel', 'Bellsprout', 'Weepinbell', 'Yanma']"
Leech Seed,/attackdex-sm/leechseed.shtml,"['Bulbasaur', 'Ivysaur', 'Venusaur', 'Parasect', 'Exeggcute', 'Tangela', 'Hoppip', 'Skiploom', 'Jumpluff', 'Sunkern', 'Sunflora', 'Celebi', 'Shroomish', 'Breloom', 'Roselia', 'Cacnea', 'Cacturne', 'Turtwig', 'Grotle', 'Torterra', 'Cherubi', 'Cherrim', 'Shaymin', 'Snivy', 'Servine', 'Serperior', 'Pansage', 'Cottonee', 'Whimsicott', 'Petilil', 'Lilligant', 'Deerling', 'Sawsbuck', 'Chespin', 'Quilladin', 'Chesnaught', 'Skiddo', 'Gogoat', 'Phantump', 'Trevenant', 'Pumpkaboo', 'Gourgeist', 'Comfey', 'Tapu Bulu', 'Celesteela', 'Paras', 'Chikorita', 'Bayleef', 'Meganium', 'Treecko', 'Grovyle', 'Sceptile', 'Lotad', 'Lombre', 'Ludicolo', 'Seedot', 'Nuzleaf', 'Shiftry', 'Tropius', 'Carnivine', 'Snover', 'Abomasnow', 'Tangrowth', 'Maractus', 'Ferroseed', 'Ferrothorn', 'Morelull', 'Shiinotic']"
Leer,/attackdex-sm/leer.shtml,"['Spearow', 'Fearow', 'Ekans', 'Arbok', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Mankey', 'Primeape', 'Growlithe', 'Arcanine', 'Machop', 'Machoke', 'Machamp', ""Farfetch'd"", 'Shellder', 'Cloyster', 'Krabby', 'Kingler', 'Cubone', 'Marowak', 'Hitmonchan', 'Kangaskhan', 'Horsea', 'Seadra', 'Scyther', 'Electabuzz', 'Magmar', 'Tauros', 'Gyarados', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Articuno', 'Zapdos', 'Moltres', 'Dratini', 'Dragonair', 'Dragonite', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Totodile', 'Croconaw', 'Feraligatr', 'Natu', 'Xatu', 'Scizor', 'Heracross', 'Sneasel', 'Ursaring', 'Skarmory', 'Houndour', 'Houndoom', 'Kingdra', 'Stantler', 'Elekid', 'Magby', 'Raikou', 'Entei', 'Suicune', 'Larvitar', 'Pupitar', 'Tyranitar', 'Treecko', 'Grovyle', 'Sceptile', 'Sableye', 'Electrike', 'Manectric', 'Carvanha', 'Sharpedo', 'Cacnea', 'Cacturne', 'Zangoose', 'Corphish', 'Crawdaunt', 'Duskull', 'Dusclops', 'Tropius', 'Absol', 'Snorunt', 'Glalie', 'Bagon', 'Shelgon', 'Salamence', 'Deoxys', 'Chimchar', 'Monferno', 'Infernape', 'Shinx', 'Luxio', 'Luxray', 'Cranidos', 'Rampardos', 'Skorupi', 'Drapion', 'Snover', 'Abomasnow', 'Weavile', 'Electivire', 'Magmortar', 'Gallade', 'Dusknoir', 'Froslass', 'Heatran', 'Snivy', 'Servine', 'Serperior', 'Patrat', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Pidove', 'Tranquill', 'Unfezant', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Throh', 'Sawk', 'Sandile', 'Krokorok', 'Krookodile', 'Scraggy', 'Scrafty', 'Archen', 'Archeops', 'Zorua', 'Zoroark', 'Karrablast', 'Escavalier', 'Axew', 'Fraxure', 'Haxorus', 'Druddigon', 'Pawniard', 'Bisharp', 'Bouffalant', 'Rufflet', 'Braviary', 'Vullaby', 'Mandibuzz', 'Cobalion', 'Terrakion', 'Virizion', 'Keldeo', 'Bunnelby', 'Diggersby', 'Litleo', 'Pyroar', 'Pancham', 'Pangoro', 'Espurr', 'Meowstic', 'Litten', 'Torracat', 'Incineroar', 'Yungoos', 'Gumshoos', 'Crabrawler', 'Crabominable', 'Rockruff', 'Lycanroc', 'Stufful', 'Bewear', 'Passimian', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Pheromosa', 'Poochyena', 'Mightyena', 'Stunky', 'Skuntank']"
Let's Snuggle Forever,/attackdex-sm/let'ssnuggleforever.shtml,['Mimikyu']
Lick,/attackdex-sm/lick.shtml,"['Gastly', 'Haunter', 'Gengar', 'Lickitung', 'Jynx', 'Snorlax', 'Snubbull', 'Granbull', 'Teddiursa', 'Ursaring', 'Smoochum', 'Seviper', 'Kecleon', 'Munchlax', 'Lickilicky', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Panpour', 'Simipour', 'Heatmor', 'Froakie', 'Frogadier', 'Greninja', 'Litten', 'Torracat', 'Incineroar', 'Seel', 'Dewgong', 'Grimer', 'Muk', 'Lillipup', 'Herdier', 'Stoutland']"
Light Screen,/attackdex-sm/lightscreen.shtml,"['Pikachu', 'Magnemite', 'Magneton', 'Voltorb', 'Electrode', 'Chansey', 'Staryu', 'Mr. Mime', 'Electabuzz', 'Zapdos', 'Chikorita', 'Bayleef', 'Meganium', 'Ledyba', 'Ledian', 'Mareep', 'Flaaffy', 'Ampharos', 'Elekid', 'Blissey', 'Dustox', 'Mime Jr.', 'Magnezone', 'Electivire', 'Sigilyph', 'Solosis', 'Duosion', 'Reuniclus', 'Emolga', 'Cryogonal', 'Fennekin', 'Braixen', 'Delphox', 'Vivillon', 'Espurr', 'Meowstic', 'Swirlix', 'Slurpuff', 'Inkay', 'Malamar', 'Amaura', 'Aurorus', 'Sylveon', 'Carbink', 'Xerneas', 'Diancie', 'Hoopa', 'Drampa', 'Blacephalon', 'Bulbasaur', 'Ivysaur', 'Venusaur', 'Raichu', 'Clefairy', 'Clefable', 'Jigglypuff', 'Wigglytuff', 'Paras', 'Parasect', 'Psyduck', 'Golduck', 'Abra', 'Kadabra', 'Alakazam', 'Machop', 'Machoke', 'Machamp', 'Slowpoke', 'Slowbro', 'Drowzee', 'Hypno', 'Exeggcute', 'Exeggutor', 'Starmie', 'Scyther', 'Jynx', 'Jolteon', 'Dratini', 'Dragonair', 'Dragonite', 'Mewtwo', 'Mew', 'Pichu', 'Cleffa', 'Igglybuff', 'Togepi', 'Togetic', 'Natu', 'Xatu', 'Marill', 'Azumarill', 'Sunkern', 'Sunflora', 'Espeon', 'Slowking', 'Girafarig', 'Pineco', 'Forretress', 'Scizor', 'Slugma', 'Magcargo', 'Swinub', 'Piloswine', 'Corsola', 'Stantler', 'Smoochum', 'Raikou', 'Lugia', 'Ho-Oh', 'Celebi', 'Ralts', 'Kirlia', 'Gardevoir', 'Azurill', 'Meditite', 'Medicham', 'Electrike', 'Manectric', 'Plusle', 'Minun', 'Volbeat', 'Illumise', 'Spoink', 'Grumpig', 'Lunatone', 'Solrock', 'Baltoy', 'Claydol', 'Feebas', 'Milotic', 'Chimecho', 'Snorunt', 'Glalie', 'Metang', 'Metagross', 'Latias', 'Latios', 'Jirachi', 'Deoxys', 'Turtwig', 'Grotle', 'Torterra', 'Shinx', 'Luxio', 'Luxray', 'Pachirisu', 'Chingling', 'Bronzor', 'Bronzong', 'Happiny', 'Snover', 'Abomasnow', 'Togekiss', 'Mamoswine', 'Gallade', 'Froslass', 'Rotom', 'Uxie', 'Mesprit', 'Azelf', 'Cresselia', 'Manaphy', 'Arceus', 'Victini', 'Snivy', 'Servine', 'Serperior', 'Watchog', 'Munna', 'Musharna', 'Blitzle', 'Zebstrika', 'Woobat', 'Swoobat', 'Audino', 'Sewaddle', 'Swadloon', 'Leavanny', 'Whimsicott', 'Lilligant', 'Cinccino', 'Gothita', 'Gothorita', 'Gothitelle', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Deerling', 'Sawsbuck', 'Alomomola', 'Joltik', 'Galvantula', 'Eelektrik', 'Eelektross', 'Elgyem', 'Beheeyem', 'Larvesta', 'Volcarona', 'Virizion', 'Reshiram', 'Zekrom', 'Kyurem', 'Meloetta', 'Genesect', 'Florges', 'Spritzee', 'Aromatisse', 'Helioptile', 'Heliolisk', 'Klefki', 'Pumpkaboo', 'Gourgeist', 'Rowlet', 'Dartrix', 'Decidueye', 'Primarina', 'Grubbin', 'Charjabug', 'Vikavolt', 'Cutiefly', 'Ribombee', 'Toxapex', 'Morelull', 'Shiinotic', 'Bounsweet', 'Steenee', 'Tsareena', 'Comfey', 'Oranguru', 'Pyukumuku', 'Minior', 'Mimikyu', 'Bruxish', 'Tapu Koko', 'Tapu Lele', 'Tapu Bulu', 'Tapu Fini', 'Solgaleo', 'Lunala', 'Nihilego', 'Xurkitree', 'Necrozma', 'Magearna', 'Stakataka']"
Light of Ruin,/attackdex-sm/lightofruin.shtml,['Floette']
Light That Burns The Sky,/attackdex-sm/lightthatburnsthesky.shtml,['Necrozma']
Liquidation,/attackdex-sm/liquidation.shtml,"['Mareanie', 'Toxapex', 'Dewpider', 'Araquanid', 'Golisopod', 'Corsola', 'Tirtouga', 'Carracosta', 'Blastoise', 'Golduck', 'Dewgong', 'Shellder', 'Cloyster', 'Krabby', 'Kingler', 'Kabutops', 'Mew', 'Feraligatr', 'Azumarill', 'Qwilfish', 'Mantine', 'Wingull', 'Pelipper', 'Surskit', 'Masquerain', 'Sharpedo', 'Wailord', 'Crawdaunt', 'Armaldo', 'Luvdisc', 'Kyogre', 'Empoleon', 'Bibarel', 'Floatzel', 'Palkia', 'Phione', 'Manaphy', 'Arceus', 'Samurott', 'Basculin', 'Ducklett', 'Swanna', 'Alomomola', 'Keldeo', 'Binacle', 'Barbaracle', 'Clawitzer', 'Volcanion', 'Primarina', 'Bruxish']"
Lock-On,/attackdex-sm/lock-on.shtml,"['Magnemite', 'Magneton', 'Porygon', 'Remoraid', 'Porygon2', 'Nosepass', 'Regirock', 'Regice', 'Registeel', 'Magnezone', 'Porygon-Z', 'Probopass', 'Klink', 'Klang', 'Klinklang', 'Genesect', 'Roggenrola', 'Boldore', 'Gigalith', 'Klefki']"
Lovely Kiss,/attackdex-sm/lovelykiss.shtml,['Jynx']
